,price_USD,revenue,publisherClass
926,24.99,29800.0,Indie
927,9.99,29726.0,Indie
928,5.99,29692.0,Indie
929,9.99,29651.0,Indie
930,9.99,29631.0,AAA
931,19.99,29626.0,Indie
932,3.99,29544.0,Indie
933,14.99,29539.0,Indie
934,15.99,29423.0,Indie
935,24.99,29349.0,Indie
936,5.99,29315.0,Indie
937,19.99,29284.0,Indie
938,14.99,29280.0,Indie
939,0.0,29152.0,Indie
940,19.99,29102.0,Indie
941,6.99,29094.0,Indie
942,16.99,29045.0,Indie
943,9.99,29037.0,Indie
944,14.99,28857.0,Indie
945,9.99,28857.0,Indie
946,9.99,28741.0,Indie
947,7.99,28692.0,Indie
948,19.99,28685.0,AA
949,13.99,28629.0,Indie
950,6.99,28579.0,Indie
951,2.99,28485.0,Indie
952,11.99,28483.0,Indie
953,24.99,28463.0,Indie
954,14.99,28188.0,Indie
955,0.0,28044.0,Indie
956,9.99,27883.0,Indie
957,8.99,27860.0,Indie
958,19.99,27849.0,Indie
959,17.99,27758.0,Indie
960,4.99,27717.0,Indie
961,4.99,27542.0,Indie
962,11.99,27529.0,Indie
963,14.99,27484.0,Indie
964,24.99,27474.0,Indie
965,4.99,27369.0,Indie
966,9.99,27368.0,Indie
967,11.99,27336.0,Indie
968,7.99,27226.0,Indie
969,9.99,27202.0,AA
970,14.99,27180.0,Indie
971,16.99,27085.0,Indie
972,7.99,27071.0,Indie
973,9.99,27005.0,Indie
974,18.99,26984.0,Indie
975,14.99,26897.0,Indie
976,19.99,26802.0,Indie
977,3.99,26619.0,Indie
978,0.0,26579.0,Indie
979,9.99,26577.0,Indie
980,7.99,26516.0,Indie
981,12.99,26457.0,Indie
982,4.99,26436.0,Indie
983,18.99,26435.0,Indie
984,19.99,26321.0,Indie
985,14.99,26312.0,Indie
986,34.99,26043.0,Indie
987,24.99,26027.0,Indie
988,6.99,26013.0,Indie
989,14.99,25998.0,Indie
990,4.99,25991.0,AAA
991,8.99,25961.0,Indie
992,29.99,25957.0,Indie
993,24.99,25886.0,Indie
994,10.99,25798.0,Indie
995,19.99,25727.0,Indie
996,4.99,25657.0,Indie
997,17.99,25637.0,Indie
998,0.0,25618.0,Indie
999,25.0,25605.0,Indie
1000,11.99,25601.0,Indie
1001,34.99,25577.0,Indie
1002,19.99,25573.0,Indie
1003,2.99,25568.0,AA
1004,12.99,25518.0,Indie
1005,6.99,25488.0,Indie
1006,6.99,25484.0,Indie
1007,14.99,25471.0,Indie
1008,24.99,25454.0,Indie
1009,7.99,25205.0,Indie
1010,11.99,25107.0,Indie
1011,29.99,25078.0,Indie
1012,19.99,25077.0,Indie
1013,1.99,25071.0,Indie
1014,4.99,25070.0,Indie
1015,9.99,25061.0,Indie
1016,0.0,24986.0,Indie
1017,6.99,24952.0,Indie
1018,19.99,24912.0,Indie
1019,19.99,24828.0,Indie
1020,29.99,24809.0,Indie
1021,4.99,24711.0,Indie
1022,11.99,24675.0,Indie
1023,7.99,24620.0,Indie
1024,14.99,24562.0,Indie
1025,19.99,24519.0,Indie
1026,0.0,24402.0,Indie
1027,19.99,24374.0,Indie
1028,4.99,24206.0,Indie
1029,19.99,24136.0,Indie
1030,12.99,24106.0,Indie
1031,6.99,24090.0,Indie
1032,11.99,24086.0,Indie
1033,7.99,23966.0,Indie
1034,6.99,23913.0,Indie
1035,3.99,23873.0,Indie
1036,8.99,23794.0,Indie
1037,12.99,23719.0,Indie
1038,3.99,23718.0,Indie
1039,14.99,23628.0,Indie
1040,6.99,23624.0,Indie
1041,3.99,23571.0,Indie
1042,14.99,23560.0,Indie
1043,9.99,23373.0,AA
1044,8.99,23351.0,Indie
1045,19.99,23329.0,AA
1046,7.99,23195.0,Indie
1047,14.99,23150.0,AA
1048,8.99,23097.0,Indie
1049,14.99,23078.0,Indie
1050,19.99,23047.0,Indie
1051,19.99,23043.0,Indie
1052,19.99,23043.0,Indie
1053,4.99,22990.0,Indie
1054,4.99,22960.0,Indie
1055,0.0,22916.6017927192,Indie
1056,12.99,22893.0,Indie
1057,12.99,22844.0,Indie
1058,24.99,22808.0,Indie
1059,24.99,22800.0,Indie
1060,14.99,22790.0,Indie
1061,4.99,22701.0,Indie
1062,19.99,22581.0,Indie
1063,6.99,22568.0,AA
1064,3.99,22509.0,Indie
1065,22.99,22449.0,Indie
1066,14.99,22422.0,Indie
1067,10.99,22371.0,Indie
1068,9.99,22360.0,Indie
1069,16.99,22306.0,Indie
1070,0.0,22299.0,Indie
1071,17.99,22288.0,Indie
1072,7.99,22222.0,Indie
1073,14.99,22137.0,Indie
1074,15.99,22129.0,Indie
1075,15.99,22099.0,Indie
1076,19.99,22080.0,Indie
1077,4.99,22014.0,Indie
1078,5.99,21939.0,Indie
1079,24.99,21939.0,Indie
1080,7.99,21898.0,Indie
1081,0.0,21880.59479904341,Indie
1082,11.99,21744.0,Indie
1083,5.99,21719.0,Indie
1084,14.99,21703.0,Indie
1085,9.99,21685.0,Indie
1086,9.99,21653.0,Indie
1087,3.99,21651.0,Indie
1088,19.99,21606.0,Indie
1089,14.99,21592.0,AA
1090,19.99,21499.0,Indie
1091,5.99,21479.0,Indie
1092,7.99,21461.0,Indie
1093,14.99,21402.0,Indie
1094,24.99,21364.0,Indie
1095,9.99,21283.0,Indie
1096,6.99,21260.0,Indie
1097,11.99,21168.0,Indie
1098,9.99,21162.0,Indie
1099,19.99,21156.0,Indie
1100,20.0,21150.0,Indie
1101,4.99,21106.0,Indie
1102,19.99,21086.0,Indie
1103,8.99,21082.0,Indie
1104,11.99,21067.0,Indie
1105,9.99,21066.0,Indie
1106,29.99,21022.0,Indie
1107,6.99,20955.0,Indie
1108,15.99,20946.0,Indie
1109,34.99,20922.0,Indie
1110,6.99,20723.0,Indie
1111,14.99,20674.0,AA
1112,17.99,1868809.0,Indie
1113,24.99,1847587.0,Indie
1114,18.99,1847579.0,Indie
1115,12.99,1838206.0,Indie
1116,22.99,1775842.0,Indie
1117,9.99,1772844.0,Indie
1118,34.99,1756839.0,AA
1119,0.0,1753880.0,Indie
1120,15.99,1743322.0,Indie
1121,0.0,1737265.0,Indie
1122,9.99,1736582.0,Indie
1123,39.99,1733797.0,Indie
1124,29.99,1717400.0,AA
1125,16.99,1668116.0,Indie
1126,24.99,1661037.0,Indie
1127,8.99,1644179.0,Indie
1128,49.99,1640362.0,Indie
1129,29.99,1624986.0,Indie
1130,19.99,1596416.0,Indie
1131,6.99,1585093.0,Indie
1132,39.99,1568855.0,Indie
1133,19.99,1568853.0,Indie
1134,24.99,1561494.0,AA
1135,0.0,1560133.0,Indie
1136,59.99,1554073.0,AA
1137,69.99,1554033.0,AAA
1138,19.99,1547770.0,Indie
1139,9.99,1546464.0,Indie
1140,59.99,1535628.0,AA
1141,19.99,1490579.0,AA
1142,0.0,1459213.0,Indie
1143,34.99,1448665.0,Indie
1144,19.99,1444444.0,Indie
1145,29.99,1430436.0,Indie
1146,16.99,1428520.0,Indie
1147,12.99,1419860.0,Indie
1148,9.99,1408406.0,Indie
1149,0.0,1405649.3985145492,Indie
1150,29.99,1398063.0,AA
1151,0.0,1395292.0,Indie
1152,29.99,1385673.0,Indie
1153,29.99,1367965.0,AAA
1154,24.99,1348620.0,Indie
1155,29.99,1330840.0,Indie
1156,19.99,1330789.0,AA
1157,24.99,1326590.0,Indie
1158,19.99,1310018.0,Indie
1159,29.99,1302774.0,AAA
1160,0.0,1293328.0,Indie
1161,9.99,1293189.0,AA
1162,49.99,1276574.0,AAA
1163,19.99,1269633.0,Indie
1164,29.99,1265895.0,Indie
1165,24.99,1260811.0,AA
1166,0.0,1250580.7988945069,Indie
1167,0.0,1233567.0,AA
1168,19.99,1231915.0,AA
1169,29.99,1229708.0,AA
1170,11.99,1217173.0,Indie
1171,14.99,1188273.0,Indie
1172,19.99,1188098.0,Indie
1173,24.99,1173275.0,Indie
1174,19.99,1170260.0,Indie
1175,19.99,1168042.0,Indie
1176,5.99,1166563.0,Indie
1177,7.99,1160637.0,Indie
1178,24.99,1160305.0,Indie
1179,0.0,1153910.9084421117,Indie
1180,15.99,1153011.0,Indie
1181,9.99,1126490.0,Indie
1182,24.99,1124733.0,Indie
1183,44.99,1090577.0,Indie
1184,19.99,1072894.0,Indie
1185,24.99,1061930.0,Indie
1186,19.99,1047362.0,Indie
1187,19.99,1045536.0,Indie
1188,24.99,1042637.0,Indie
1189,14.99,1042636.0,Indie
1190,0.0,1039161.219972389,AA
1191,0.0,1036107.0,Indie
1192,19.99,1019946.0,AA
1193,14.99,1001962.0,Indie
1194,24.99,985076.0,Indie
1195,39.99,977191.0,AAA
1196,39.99,966283.0,Indie
1197,0.0,961994.0,AAA
1198,39.99,960791.0,AAA
1199,24.99,957117.0,Indie
1200,49.99,954851.0,Indie
1201,24.99,954119.0,Indie
1202,0.0,933938.0,AAA
1203,0.0,930800.0,AAA
1204,11.99,928429.0,Indie
1205,16.99,927493.0,AA
1206,0.0,926924.0,AAA
1207,24.99,922336.0,Indie
1208,0.0,921771.0,AAA
1209,0.0,921760.0,AAA
1210,0.0,920024.0,AAA
1211,24.99,906252.0,AA
1212,19.99,902318.0,Indie
1213,14.99,900796.0,Indie
1214,29.99,887656.0,Indie
1215,10.99,884330.0,Indie
1216,24.99,879212.0,Indie
1217,34.99,875986.0,Indie
1218,19.99,874462.0,Indie
1219,14.99,871956.0,Indie
1220,7.99,867610.0,Indie
1221,19.99,866137.0,Indie
1222,19.99,864588.0,Indie
1223,0.0,853013.0,Indie
1224,24.99,845758.0,Indie
1225,19.99,836331.0,Indie
1226,24.99,832922.0,Indie
1227,12.99,831336.0,AA
1228,9.99,829084.0,Indie
1229,13.99,827721.0,Indie
1230,0.0,825766.0,Indie
1231,24.99,824669.0,Indie
1232,29.99,824203.0,Indie
1233,24.99,814241.0,AA
1234,6.99,814072.0,Indie
1235,14.99,812211.0,Indie
1236,14.99,806583.0,Indie
1237,59.99,806366.0,AA
1238,24.99,797925.0,Indie
1239,17.99,793506.0,Indie
1240,24.99,793022.0,Indie
1241,16.99,790516.0,Indie
1242,19.99,787448.0,Indie
1243,49.99,787339.0,Indie
1244,39.99,779187.0,Indie
1245,19.99,778760.0,AA
1246,29.99,764069.0,Indie
1247,9.99,763279.0,Indie
1248,29.99,752577.0,AA
1249,0.0,751373.0,Indie
1250,29.99,744243.0,AA
1251,39.99,743441.0,AAA
1252,19.99,742914.0,AA
1253,17.99,725958.0,Indie
1254,17.99,724772.0,Indie
1255,19.99,723249.0,Indie
1256,24.99,720375.0,Indie
1257,11.99,719997.0,Indie
1258,34.99,714971.0,Indie
1259,39.99,709826.0,AA
1260,14.99,707686.0,Indie
1261,49.99,705648.0,Indie
1262,19.99,704108.0,Indie
1263,29.99,702787.0,AA
1264,14.99,700241.0,Indie
1265,14.99,691110.0,Indie
1266,10.99,688783.0,Indie
1267,9.99,684821.0,Indie
1268,29.99,683951.0,AAA
1269,29.99,683121.0,Indie
1270,44.99,675551.0,AA
1271,29.99,673600.0,AA
1272,8.99,673586.0,Indie
1273,12.99,673225.0,Indie
1274,49.99,670774.0,AA
1275,19.99,668524.0,AA
1276,59.99,667814.0,AAA
1277,9.99,663730.0,Indie
1278,14.99,661717.0,Indie
1279,9.99,649091.0,Indie
1280,18.99,648123.0,Indie
1281,14.99,646945.0,Indie
1282,12.99,638497.0,Indie
1283,7.99,634206.0,Indie
1284,24.99,632941.0,AA
1285,4.99,632369.0,Indie
1286,26.99,625495.0,Indie
1287,9.79,623473.0,Indie
1288,19.99,611012.0,Indie
1289,0.0,606780.0,Indie
1290,19.99,605601.0,Indie
1291,5.99,605472.0,Indie
1292,3.99,602569.0,Indie
1293,19.99,602187.0,Indie
1294,29.99,601167.0,Indie
1295,14.99,600836.0,Indie
1296,24.99,597802.0,Indie
1297,7.99,596521.0,Indie
1298,12.99,582729.0,Indie
1299,16.99,577505.0,Indie
1300,29.99,562753.0,Indie
1301,14.99,560803.0,AA
1302,0.0,554295.9124042441,Indie
1303,29.99,552082.0,Indie
1304,24.99,548556.0,Indie
1305,6.99,543074.0,Indie
1306,16.99,535736.0,Indie
1307,24.99,530576.0,AA
1308,29.99,524794.0,AA
1309,24.99,523807.0,Indie
1310,14.99,521570.0,Indie
1311,27.99,519305.0,AA
1312,0.0,515874.0,Indie
1313,24.99,510816.0,Indie
1314,19.99,508466.0,Indie
1315,15.99,504572.0,Indie
1316,59.99,499436.0,Indie
1317,59.99,498522.0,AAA
1318,6.99,492076.0,Indie
1319,19.99,491385.0,Indie
1320,19.99,489411.0,Indie
1321,14.99,481057.0,Indie
1322,19.99,480134.0,Indie
1323,9.99,478886.0,Indie
1324,19.99,478599.0,Indie
1325,19.99,477043.0,Indie
1326,4.99,476684.0,Indie
1327,15.99,476002.0,Indie
1328,14.99,473076.0,Indie
1329,19.99,469651.0,Indie
1330,19.99,469375.0,Indie
1331,59.99,467421.0,AA
1332,19.99,466608.0,Indie
1333,49.99,464418.0,AA
1334,29.99,458980.0,Indie
1335,49.99,458548.0,AA
1336,4.99,457163.0,Indie
1337,10.99,454488.0,Indie
1338,19.99,450937.0,Indie
1339,24.99,447349.0,Indie
1340,12.99,442047.0,Indie
1341,10.99,440759.0,Indie
1342,19.99,440677.0,Indie
1343,19.99,439367.0,AA
1344,24.99,438381.0,AA
1345,17.99,438131.0,Indie
1346,6.99,433805.0,Indie
1347,39.99,428492.0,Indie
1348,6.99,426279.0,Indie
1349,14.99,422423.0,Indie
1350,14.99,420150.0,Indie
1351,24.99,419597.0,Indie
1352,15.99,418284.0,AA
1353,19.99,409596.0,Indie
1354,14.99,405492.0,AA
1355,0.0,404777.0,Indie
1356,19.99,404450.0,Indie
1357,39.99,398126.0,AA
1358,14.99,397065.0,Indie
1359,34.99,394548.0,Indie
1360,24.99,389794.0,Indie
1361,14.99,388950.0,Indie
1362,12.99,387300.0,Indie
1363,14.99,386128.0,Indie
1364,11.99,384939.0,Indie
1365,0.0,382551.0,Indie
1366,29.99,381290.0,Indie
1367,6.99,381263.0,Indie
1368,14.99,380842.0,AA
1369,7.99,378779.0,Indie
1370,9.99,378109.0,Indie
1371,11.99,375083.0,Indie
1372,24.99,373115.0,Indie
1373,12.99,372353.0,Indie
1374,8.99,367697.0,Indie
1375,13.99,366870.0,Indie
1376,8.99,366211.0,Indie
1377,29.99,365999.0,Indie
1378,29.99,365533.0,AA
1379,14.99,361489.0,Indie
1380,9.99,357315.0,Indie
1381,0.0,355113.9777668873,Indie
1382,24.99,353044.0,Indie
1383,24.99,348104.0,Indie
1384,14.99,347352.0,Indie
1385,19.99,346213.0,Indie
1386,14.99,346056.0,Indie
1387,24.99,343752.0,Indie
1388,19.99,343656.0,Indie
1389,19.99,343615.0,AAA
1390,39.99,342346.0,AAA
1391,10.99,341716.0,Indie
1392,9.99,341695.0,Indie
1393,7.99,341153.0,Indie
1394,14.99,340655.0,Indie
1395,10.99,340299.0,Indie
1396,7.99,339556.0,Indie
1397,29.99,339360.0,Indie
1398,14.99,335843.0,Indie
1399,39.99,334624.0,AA
1400,19.99,334157.0,Indie
1401,24.99,333332.0,Indie
1402,19.99,332069.0,Indie
1403,14.99,331338.0,Indie
1404,19.99,331297.0,Indie
1405,24.99,329960.0,Indie
1406,24.99,329360.0,Indie
1407,19.99,328937.0,AAA
1408,39.99,328150.0,AA
1409,13.99,327846.0,Indie
1410,9.99,327297.0,Indie
1411,17.76,323316.0,Indie
1412,19.99,318984.0,Indie
1413,19.99,318836.0,AA
1414,19.99,316497.0,AA
1415,0.0,312915.8051949718,Indie
1416,39.99,312155.0,Indie
1417,19.99,311648.0,Indie
1418,0.0,311127.0,Indie
1419,39.99,310683.0,Indie
1420,19.99,309785.0,AA
1421,17.99,309239.0,Indie
1422,14.99,309178.0,Indie
1423,7.99,308936.0,Indie
1424,29.99,308759.0,Indie
1425,59.99,307802.0,AA
1426,18.99,307662.0,Indie
1427,19.99,306334.0,Indie
1428,9.99,305905.0,Indie
1429,19.99,302053.0,Indie
1430,19.99,301453.0,Indie
1431,10.99,301311.0,Indie
1432,12.99,299544.0,Indie
1433,19.99,298380.0,AA
1434,8.99,294934.0,Indie
1435,19.99,292022.0,AAA
1436,8.99,291300.0,Indie
1437,9.99,290153.0,AAA
1438,29.99,286736.0,Indie
1439,14.99,286580.0,AA
1440,4.99,284695.0,Indie
1441,14.99,284501.0,Indie
1442,7.99,283947.0,Indie
1443,7.99,283824.0,Indie
1444,49.99,283353.0,AA
1445,34.99,280098.0,Indie
1446,14.99,279126.0,Indie
1447,29.99,278620.0,Indie
1448,17.99,277766.0,Indie
1449,16.99,276924.0,Indie
1450,11.99,276349.0,Indie
1451,34.99,275769.0,Indie
1452,29.99,274280.0,Indie
1453,17.99,273599.0,Indie
1454,10.99,272968.0,Indie
1455,19.99,272494.0,Indie
1456,14.99,271974.0,Indie
1457,12.99,267903.0,Indie
1458,24.99,267742.0,Indie
1459,5.99,267621.0,Indie
1460,9.99,264829.0,Indie
1461,14.99,264059.0,Indie
1462,59.99,837793356.0,AAA
1463,39.99,435635596.0,AAA
1464,29.99,392328553.0,AA
1465,29.99,217017892.0,AA
1466,69.99,111478291.0,AAA
1467,0.0,102244808.0,AA
1468,34.99,97723674.0,AA
1469,44.99,89781931.0,AA
1470,34.99,83614738.0,AA
1471,39.99,63098408.0,AA
1472,29.99,57595515.0,AA
1473,59.99,49948315.0,AAA
1474,59.99,49035237.0,AA
1475,69.99,45285110.0,AAA
1476,29.99,42718547.0,AA
1477,69.99,34601865.0,AA
1478,0.0,34530561.0,Indie
1479,34.99,34030740.0,Indie
1480,29.99,31266686.0,Indie
1481,39.99,30878209.0,AA
1482,12.99,26020639.0,Indie
1483,59.99,22958942.0,AAA
1484,23.99,21286732.0,Indie
1485,69.99,21265220.0,AA
1486,14.99,20479210.0,Indie
1487,19.99,20361907.0,Indie
1488,33.32,17732078.0,Indie
1489,4.99,17039291.0,Indie
1490,39.99,15949990.0,AA
1491,0.0,15689364.148647271,Indie
1492,39.99,14143225.0,Indie
1493,69.99,10996510.0,AAA
1494,69.99,10822924.0,AAA
1495,0.0,10787342.0,Indie
1496,29.99,10758811.0,Indie
1497,59.99,10669532.0,AA
1498,9.99,10517722.0,Indie
1499,24.99,10501115.0,Indie
1500,34.99,10468105.0,Indie
1501,0.0,9695496.0,Indie
1502,69.99,9602451.0,AAA
1503,29.99,9517954.0,Indie
1504,7.99,9426045.0,AA
1505,39.99,9363299.0,AA
1506,29.99,9013215.0,AA
1507,24.99,8739530.0,Indie
1508,0.0,8706135.0,Indie
1509,34.99,8641459.0,AA
1510,59.99,8440898.0,AA
1511,19.99,8125042.0,Indie
