,name,releasedate,copiessold,price_x,revenue,avgplaytime,reviewscore,publisherclass,publishers_x,developers_x,steamid,appid,estimated owners,peak ccu,required age,price_y,discount,dlc count,supported languages,full audio languages,windows,mac,linux,positive,negative,achievements,recommendations,average playtime forever,average playtime two weeks,median playtime forever,median playtime two weeks,single-player,multi-player,indie,early access,free to play,simulation,sports,action,strategy,adventure,rpg,massively multiplayer,casual,racing,jrpg
219,pine harbor,25-04-2024,10750,17.9,129987.0,1.798743259643329,66,Indie,Vision Forge Team,Vision Forge Team,2448030,2448030,0 - 20000,36,0,12.99,0,0,"['English', 'Russian', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Simplified Chinese', 'Polish', 'Japanese', 'Korean', 'Turkish', 'Arabic', 'Hungarian']","['English', 'Hungarian']",True,False,False,73,69,0,175,0,0,0,0,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False
220,chornobyl liquidators,06-06-2024,8056,19.99,129800.0,3.827632608126103,43,Indie,Frozen Way,Live Motion Games,1113010,1113010,20000 - 50000,489,0,17.99,0,1,"['English', 'Polish', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Ukrainian', 'Portuguese - Brazil']","['English', 'Portuguese - Brazil']",True,False,False,43,47,19,186,0,0,0,0,True,False,True,False,False,True,False,True,False,True,True,False,False,False,False
221,anomaly exit,31-03-2024,23968,5.99,129211.0,1.370028927181579,92,Indie,ExamlGuy,ExamlGuy,2232600,2232600,0 - 0,0,0,5.99,0,0,"['English', 'French', 'German', 'Japanese', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Spanish - Spain', 'Indonesian', 'Korean', 'Spanish - Latin America', 'Turkish', 'Italian', 'Polish', 'Traditional Chinese', 'Ukrainian', 'Vietnamese']","['English', 'Vietnamese']",True,False,False,0,0,10,0,0,0,0,0,True,True,True,False,False,False,False,False,False,True,False,False,True,False,False
222,rift wizard 2,24-03-2024,9029,17.99,129153.0,28.48270747058968,94,Indie,Dylan White,Dylan White,2058570,2058570,0 - 0,0,0,15.29,0,0,['English'],['English'],True,False,False,0,0,0,0,0,0,0,0,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False
223,magic research 2,21-05-2024,24898,5.99,128483.0,75.52942605437786,95,Indie,Maticolotto,Maticolotto,2864890,2864890,20000 - 50000,1125,0,5.39,0,0,['English'],[],True,False,False,25,3,34,0,0,0,0,0,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False
224,potions: a curious tale,07-03-2024,7522,19.99,127676.0,4.2824884665923,91,Indie,Stumbling Cat,Stumbling Cat,378690,378690,0 - 20000,59,0,16.99,0,0,"['English', 'Simplified Chinese', 'Traditional Chinese', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Russian']",[],True,True,True,227,21,19,219,0,0,0,0,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False
225,happy sheepies,08-07-2024,12053,12.99,126481.0,4.561630918417058,82,Indie,Berker Games,Berker Games,2860450,2860450,0 - 20000,51,0,12.99,0,0,"['English', 'German', 'Simplified Chinese', 'Portuguese - Brazil', 'Polish', 'Turkish', 'French', 'Italian', 'Spanish - Spain', 'Traditional Chinese', 'Russian']",[],True,False,False,114,31,28,138,40,40,40,40,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False
226,kitchen crisis,02-04-2024,9362,14.99,126302.0,13.785406431198403,76,Indie,Team Samoyed,Team Samoyed,2118250,2118250,0 - 20000,588,0,14.99,0,3,"['Korean', 'English', 'Japanese', 'Simplified Chinese', 'Traditional Chinese']",[],True,True,True,119,46,30,164,0,0,0,0,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
227,my holiness the gobliness,16-05-2024,18918,7.99,125882.0,1.8054321828185629,90,Indie,"Mango Party,Mango Party News",BFGS,2176570,2176570,0 - 20000,162,0,7.19,0,1,"['Traditional Chinese', 'Japanese', 'Korean', 'English', 'Simplified Chinese']","['Traditional Chinese', 'Japanese', 'Simplified Chinese']",True,False,False,0,0,32,135,0,0,0,0,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
228,ratten reich,09-08-2024,8439,19.99,124545.0,1.4585582074543249,0,Indie,Crytivo,METALLADLERSTUDIO,1717250,1717250,50000 - 100000,31,0,15.99,0,0,"['English', 'French', 'German', 'Spanish - Spain', 'Traditional Chinese', 'Russian', 'Japanese']","['English', 'Japanese']",True,False,False,222,132,9,319,0,0,0,0,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False
229,kitsune tails,01-08-2024,7489,19.99,124094.0,3.06825394518638,99,Indie,"Kitsune Games,MidBoss, LLC.",Kitsune Games,1325260,1325260,0 - 20000,66,0,17.99,0,0,"['English', 'Japanese', 'Portuguese - Brazil']","['English', 'Portuguese - Brazil']",True,False,True,360,3,30,388,0,0,0,0,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False
230,don't shout together,14-06-2024,31887,4.99,124033.0,0.9848114232700108,33,Indie,SinisterGames,SinisterGames,2625510,2625510,0 - 0,0,0,4.24,0,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Russian', 'Simplified Chinese', 'Turkish']",[],True,False,False,0,0,8,211,0,0,0,0,True,True,True,False,False,True,False,True,False,False,False,False,False,False,False
231,everafter falls,20-06-2024,7341,19.99,123977.0,25.153398258825927,90,Indie,Akupara Games,SquareHusky,1416960,1416960,0 - 20000,168,0,17.99,0,2,"['English', 'French', 'Spanish - Spain', 'Japanese', 'Traditional Chinese']",[],True,True,True,0,0,38,0,0,0,0,0,True,True,True,False,False,True,False,True,False,True,True,False,True,False,False
232,devil blade reboot,23-05-2024,9966,15.99,123743.0,4.484006580046724,100,Indie,SHIGATAKE GAMES,SHIGATAKE GAMES,2882440,2882440,0 - 20000,55,0,13.59,0,0,"['English', 'Simplified Chinese', 'Japanese', 'Traditional Chinese', 'French', 'Italian', 'German', 'Russian', 'Spanish - Spain']",[],True,False,False,123,0,12,240,0,0,0,0,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False
233,just xiangqi,15-01-2024,18233,9.99,122952.0,10.496655937885572,86,Indie,Studio Amateur,Studio Amateur,2248180,2248180,0 - 20000,204,0,8.99,0,0,"['English', 'Japanese', 'Korean', 'Simplified Chinese', 'Traditional Chinese']","['English', 'Simplified Chinese', 'Traditional Chinese']",True,False,False,119,17,20,147,0,0,0,0,True,True,True,False,False,True,False,False,True,False,False,False,True,False,False
234,fruit mountain,17-03-2024,15541,8.99,122090.0,11.539945662135423,0,Indie,BeXide Inc.,BeXide Inc.,2753620,2753620,0 - 0,0,0,8.09,0,0,"['English', 'French', 'German', 'Portuguese - Portugal', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Japanese', 'Korean', 'Italian', 'Spanish - Spain']",[],True,True,False,0,0,11,0,0,0,0,0,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
235,blacksmith. song of two kings.,13-02-2024,6428,24.99,121847.0,12.88320570542318,81,Indie,Pavel Leksin,Pavel Leksin,2531370,2531370,0 - 0,0,0,19.99,0,0,"['English', 'Russian']","['English', 'Russian']",True,False,False,0,0,51,0,0,0,0,0,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False
236,serviceit: you can do it,04-03-2024,11704,12.99,119970.0,3.2941349420416337,75,Indie,"FreeMind S.A.,PlayWay S.A.",picture4u,2194730,2194730,0 - 20000,32,0,12.99,0,0,"['English', 'Polish', 'French', 'German', 'Spanish - Spain', 'Italian', 'Bulgarian', 'Czech', 'Danish', 'Dutch', 'Finnish', 'Greek', 'Hungarian', 'Japanese', 'Korean', 'Norwegian', 'Portuguese - Portugal', 'Romanian', 'Russian', 'Simplified Chinese', 'Swedish', 'Traditional Chinese', 'Turkish', 'Ukrainian', 'Vietnamese', 'Indonesian']","['English', 'Indonesian']",True,False,False,0,0,8,112,0,0,0,0,True,False,True,True,False,True,False,False,True,False,False,False,True,False,False
237,heroes wanted,11-06-2024,12366,19.99,119956.0,22.056278066296468,85,Indie,Gameplete,Gameplete,2667410,2667410,0 - 20000,75,0,10.99,0,0,"['Korean', 'English', 'Simplified Chinese']",[],True,True,True,86,11,0,0,0,0,0,0,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False
238,the crush house,09-08-2024,8491,16.99,119615.0,4.720167640168312,76,AA,Devolver Digital,Nerial,2337820,2337820,0 - 20000,321,0,15.29,0,0,"['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Portuguese - Brazil', 'Simplified Chinese', 'Spanish - Latin America', 'Traditional Chinese']","['English', 'Traditional Chinese']",True,False,False,33,10,30,0,0,0,0,0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
239,bounty: drag racing,24-05-2024,8324,24.99,119403.0,29.086758428949786,90,Indie,KODgames,KODgames,1803390,1803390,0 - 20000,0,0,14.99,0,2,['English'],['English'],True,False,False,16,0,0,0,0,0,0,0,False,True,False,True,False,True,True,True,False,False,False,True,False,True,False
240,zet zillions,23-05-2024,14513,9.99,118127.0,11.015760970625273,89,AA,Raw Fury,OTA IMON Studios,2229560,2229560,0 - 20000,242,0,8.99,0,1,"['English', 'Portuguese - Brazil', 'French', 'German', 'Japanese', 'Russian', 'Simplified Chinese']",[],True,False,False,60,10,13,114,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
241,#blud,18-06-2024,5557,24.99,117246.0,6.316958418986393,76,AA,Humble Games,Exit 73 Studios,1921480,1921480,0 - 20000,0,0,24.99,0,1,"['English', 'French', 'German', 'Japanese', 'Simplified Chinese', 'Spanish - Latin America', 'Portuguese - Brazil', 'Korean']",[],True,False,False,60,15,43,0,0,0,0,0,True,False,True,False,False,False,False,True,False,True,True,False,False,False,False
242,rustil: eternal labyrinth castle,25-04-2024,9425,14.99,117115.0,6.726593259880232,71,Indie,KTMG LLC.,KIC Games,2162820,2162820,0 - 20000,178,0,13.49,0,0,"['English', 'Japanese', 'Simplified Chinese']",[],True,False,False,35,9,0,0,0,0,0,0,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False
243,diabotical rogue,04-06-2024,8314,19.99,116875.0,12.374667067893927,79,Indie,GD Studio Inc,GD Studio Inc,2805060,2805060,0 - 20000,81,0,14.99,0,0,"['English', 'Japanese', 'Polish', 'Portuguese - Brazil', 'Simplified Chinese', 'Spanish - Latin America', 'German', 'Spanish - Spain', 'Korean']","['English', 'Korean']",True,False,False,133,38,12,226,0,0,0,0,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False
244,the devil within: satgat,09-04-2024,7093,19.99,116681.0,5.86608812156575,0,Indie,"Newcore Games,Astrolabe Games",Newcore Games,1802880,1802880,0 - 20000,102,0,17.99,0,0,"['English', 'French', 'German', 'Spanish - Spain', 'Korean', 'Simplified Chinese', 'Traditional Chinese', 'Japanese', 'Portuguese - Brazil']","['Korean', 'Portuguese - Brazil']",True,False,False,220,45,27,285,0,0,0,0,True,False,True,True,False,False,False,True,False,True,True,False,False,False,False
245,rock star life simulator,26-02-2024,11394,12.49,116257.0,5.247893236442482,93,Indie,HOGO Games,HOGO Games,2530950,2530950,0 - 20000,52,0,9.99,0,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Simplified Chinese', 'Portuguese - Brazil', 'Japanese', 'Korean', 'Portuguese - Portugal', 'Russian', 'Turkish', 'Ukrainian', 'Polish']","['English', 'Polish']",True,False,False,131,4,21,130,0,0,0,0,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False
246,artifact seeker: resurrection,26-07-2024,21260,8.99,115933.0,7.560146965041439,85,Indie,Lynkpin Game,Lynkpin Game,3054610,3054610,20000 - 50000,493,0,5.39,0,1,"['English', 'French', 'German', 'Spanish - Spain', 'Russian', 'Japanese', 'Simplified Chinese', 'Traditional Chinese', 'Portuguese - Portugal', 'Korean', 'Portuguese - Brazil', 'Spanish - Latin America']",[],True,False,False,195,31,100,214,500,500,500,500,True,False,True,False,False,False,False,True,False,True,True,False,False,False,False
247,supernormal,08-01-2024,16944,7.99,115876.0,1.644515685236371,69,Indie,Hitori de Productions,Hitori de Productions,2532430,2532430,100000 - 200000,29,0,7.99,0,0,['English'],['English'],True,False,False,120,65,22,176,0,0,0,0,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False
248,psalm 5:9-13,13-03-2024,34932,3.99,114851.0,0.5496443790101976,86,Indie,"Ranwog,Notex,a1esska","Ranwog,Notex,a1esska",1837220,1837220,0 - 20000,29,0,3.59,0,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Bulgarian', 'Portuguese - Brazil', 'Hungarian', 'Vietnamese', 'Greek', 'Danish', 'Indonesian', 'Spanish - Latin America', 'Traditional Chinese', 'Simplified Chinese', 'Korean', 'Dutch', 'Norwegian', 'Polish', 'Portuguese - Portugal', 'Romanian', 'Russian', 'Thai', 'Turkish', 'Ukrainian', 'Finnish', 'Czech', 'Swedish', 'Japanese']",[],True,False,False,160,9,0,197,0,0,0,0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
249,pathfinder: gallowspire survivors,04-04-2024,23803,6.99,114460.0,6.935692979085918,64,Indie,BKOM Studios,BKOM Studios,2388460,2388460,20000 - 50000,32,0,6.99,0,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Danish', 'Japanese', 'Korean', 'Norwegian', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Swedish', 'Ukrainian']",[],True,False,False,224,137,72,344,0,0,0,0,True,False,True,True,False,False,False,True,False,False,True,False,True,False,False
250,what the fog,14-05-2024,25501,4.99,114434.0,2.3208439147496027,0,AA,Behaviour Interactive Inc.,Behaviour Interactive Inc.,2139020,2139020,50000 - 100000,452,0,4.99,0,0,"['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Simplified Chinese', 'Spanish - Latin America']",[],True,False,False,981,238,23,110,0,0,0,0,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False
251,horticular,11-07-2024,7084,19.99,114045.0,8.426789375719885,95,Indie,Slug Disco,inDirection Games,1928540,1928540,0 - 20000,181,0,19.99,0,1,"['English', 'German', 'Japanese', 'Swedish', 'Korean', 'Simplified Chinese', 'French']",[],True,False,True,168,9,41,168,84,84,124,124,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False
252,sovereign syndicate,15-01-2024,7160,19.99,113468.0,8.545574708566374,86,Indie,Crimson Herring Studios,Crimson Herring Studios,1674920,1674920,0 - 20000,74,17,17.99,0,2,['English'],[],True,False,False,73,5,42,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
253,tales of spark,04-02-2024,12900,13.99,113195.0,14.51652826490311,85,Indie,Ice and Fire Isle Studio,Ice and Fire Isle Studio,2165390,2165390,0 - 0,0,0,12.59,0,1,"['Simplified Chinese', 'Traditional Chinese', 'English', 'Russian', 'Japanese', 'Korean']","['Traditional Chinese', 'Korean']",True,False,False,0,0,0,154,0,0,0,0,True,False,True,True,False,False,False,True,False,True,True,False,False,False,False
254,fatal countdown - immoral list of desires,09-04-2024,12388,10.99,113186.0,1.786202605335042,83,Indie,"Playmeow,ACG creator",Secret Garden,1987980,1987980,0 - 20000,56,0,9.89,0,0,"['Traditional Chinese', 'English', 'German', 'Russian', 'Japanese', 'Thai', 'Simplified Chinese']","['Japanese', 'Simplified Chinese']",True,False,False,0,0,0,115,0,0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
255,stellar settlers: space base builder,11-03-2024,12644,11.99,112737.0,2.8593045181380656,88,Indie,"Rogue Duck Interactive,Gamersky Games",Tinymice Entertainment,2628570,2628570,0 - 20000,100,0,9.59,0,0,"['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Portuguese - Portugal', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Traditional Chinese', 'Turkish']","['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Portuguese - Portugal', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Traditional Chinese', 'Turkish']",True,True,True,147,11,5,147,0,0,0,0,True,False,True,True,False,True,False,False,True,False,False,False,True,False,False
256,let's go! my harem farm,21-06-2024,9267,14.99,112505.0,5.636361336203013,81,Indie,OTAKU Plan,XO_PROJECT,2659960,2659960,0 - 20000,0,0,13.49,0,0,"['Japanese', 'English', 'Simplified Chinese', 'Traditional Chinese']",[],True,False,False,0,0,0,0,0,0,0,0,True,False,True,False,False,True,False,False,False,True,True,False,False,False,False
257,personal trainer,27-05-2024,10501,12.99,112150.0,4.550002496678145,81,Indie,Udder Yeti,Domiek,2385140,2385140,0 - 0,0,0,10.39,0,0,['English'],[],True,True,True,0,0,10,0,0,0,0,0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
258,dream tactics,15-04-2024,8069,17.99,112147.0,13.108250723006284,94,Indie,indie.io,Spectra Entertainment Inc.,1897650,1897650,0 - 0,0,0,16.19,0,0,"['English', 'Japanese']",[],True,False,False,0,0,10,105,0,0,0,0,True,False,True,False,False,False,False,False,True,True,True,False,False,False,False
259,ova magica,23-07-2024,5364,24.99,111979.0,22.50564236018926,0,Indie,"Top Hat Studios, Inc.","Skinny Frog,ClaudiaTheDev",1299170,1299170,0 - 20000,201,0,22.49,0,0,['English'],[],True,False,False,153,4,0,153,0,0,0,0,True,False,True,True,False,True,False,False,False,False,True,False,True,False,False
260,spirit hunter: death mark ii,15-02-2024,2783,49.99,111912.0,11.417801959194982,98,Indie,Aksys Games,"EXPERIENCE,Ghostlight LTD",2080800,2080800,0 - 20000,66,0,49.99,0,0,"['English', 'Japanese']",['Japanese'],True,False,False,13,1,18,0,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
261,seifuku kanojo,02-04-2024,5488,29.99,111658.0,9.261170262539688,83,Indie,HIKARI PULSE,Entergram,2673490,2673490,0 - 20000,104,0,22.49,0,0,"['Simplified Chinese', 'Traditional Chinese']",[],True,False,False,122,25,18,0,0,0,0,0,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False
262,oriental valley,25-04-2024,7846,17.99,111604.0,9.214083597671644,86,Indie,ETime Studio,猫多游戏,2201930,2201930,0 - 20000,204,0,16.19,0,2,"['Simplified Chinese', 'English', 'Traditional Chinese']","['Simplified Chinese', 'English', 'Traditional Chinese']",True,False,False,138,11,26,206,0,0,0,0,True,False,True,False,False,True,False,False,False,True,True,False,True,False,False
263,space prison,18-07-2024,6673,19.99,111599.0,8.315043071342291,88,Indie,Firesquid,Wooden Alien,1865930,1865930,20000 - 50000,115,0,19.99,0,2,"['English', 'German', 'Polish', 'Portuguese - Brazil', 'Ukrainian', 'Simplified Chinese', 'French', 'Spanish - Latin America', 'Russian']","['English', 'Russian']",True,False,False,88,15,67,105,0,0,0,0,True,False,False,False,False,True,False,False,True,True,True,False,False,False,False
