name,releaseDate,copiesSold,price_x,revenue,avgPlaytime,reviewScore,publisherClass,publishers_x,developers_x,steamId,appid,estimated owners,price_y,dlc count,supported languages,header image,recommendations,average playtime forever,average playtime two weeks,median playtime forever,median playtime two weeks,categories,genres,tags
paradise,26-04-2024,4217,19.99,71794.0,11.744831290303976,97,Indie,JAST BLUE,Pil/Slash,2708210,1725330,0 - 20000,7.99,0,['English'],https://cdn.akamai.steamstatic.com/steam/apps/1725330/header.jpg?t=1634226756,0,0,0,0,0,"Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op",Action,"Action,Survival,Arcade,Multiplayer,Casual,First-Person,FPS,3D,Colorful,Realistic,Combat,Nature,Base-Building,Character Customization,Zombies,Crafting,PvP,Tutorial,Singleplayer"
paradise,26-04-2024,4217,19.99,71794.0,11.744831290303976,97,Indie,JAST BLUE,Pil/Slash,2708210,789050,0 - 20000,1.99,0,['Simplified Chinese'],https://cdn.akamai.steamstatic.com/steam/apps/789050/header.jpg?t=1539763508,0,0,0,0,0,Single-player,"Casual,Indie,RPG","Casual,RPG,Indie,Visual Novel,Anime,Dating Sim"
paradise,26-04-2024,4217,19.99,71794.0,11.744831290303976,97,Indie,JAST BLUE,Pil/Slash,2708210,2708210,0 - 0,17.99,0,"['English', 'Simplified Chinese']",https://cdn.akamai.steamstatic.com/steam/apps/2708210/header.jpg?t=1714213344,0,0,0,0,0,"Single-player,Family Sharing","Adventure,Casual",
project unknown,12-07-2024,8767,9.99,71342.0,2.970398153906548,89,Indie,Nightmare Studios,PsychoRavens,2115390,2115390,0 - 0,6.99,0,['English'],https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2115390/header.jpg?t=1720807599,0,0,0,0,0,"Single-player,Multi-player,Co-op,Online Co-op,Family Sharing","Action,Adventure,Indie,Early Access",
train valley world,09-08-2024,4824,19.99,70779.0,7.712589160171384,72,AA,tinyBuild,Flazm,2244470,2244470,0 - 20000,19.99,1,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2244470/header.jpg?t=1723707635,113,0,0,0,0,"Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Steam Trading Cards,Steam Cloud,Family Sharing","Indie,Simulation,Strategy","Transportation,Trains,Resource Management,Simulation,Strategy,Replay Value,Time Management,Sandbox,Automation,Management,City Builder,Level Editor,Capitalism,Economy,Top-Down,Singleplayer,Online Co-Op,Indie,3D,Minimalist"
ereban: shadow legacy,10-04-2024,3596,24.99,70723.0,6.029381243393642,89,Indie,Baby Robot Games,Baby Robot Games,1671360,1671360,0 - 20000,22.49,1,"['English', 'French', 'German', 'Spanish - Spain', 'Simplified Chinese', 'Korean', 'Japanese', 'Polish', 'Russian', 'Catalan']",https://cdn.akamai.steamstatic.com/steam/apps/1671360/header.jpg?t=1712914098,0,539,516,539,516,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Family Sharing","Action,Adventure,Indie","Stealth,Exploration,Adventure,Assassin,Story Rich,Female Protagonist,Multiple Endings,Dystopian,Supernatural,Sci-fi,Action-Adventure,Robots,Third Person,Choices Matter,Stylized,Platformer,Singleplayer,3D Platformer,Indie,Dark"
strategic command wwii: war in the pacific,18-07-2024,1963,39.99,70650.0,21.26686666979131,92,AA,Slitherine Ltd.,Fury Software,2740080,2740080,0 - 20000,39.99,0,"['English', 'French', 'German', 'Spanish - Spain']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2740080/header.jpg?t=1721378350,0,0,0,0,0,"Single-player,Multi-player,PvP,Family Sharing",Strategy,"Strategy,Turn-Based Strategy,Wargame,2D,Historical,Military,War,World War II,PvE,PvP,Turn-Based Tactics,Multiplayer,Singleplayer,Naval"
iragon 18+,14-02-2024,3729,29.99,70561.0,2.663141477314257,40,Indie,SZH,Repulse,1097480,1097480,0 - 20000,29.99,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Bulgarian', 'Japanese', 'Korean', 'Polish', 'Portuguese - Portugal', 'Russian', 'Simplified Chinese']",https://cdn.akamai.steamstatic.com/steam/apps/1097480/header.jpg?t=1707926606,0,0,0,0,0,"Single-player,Full controller support,Tracked Controller Support,VR Supported,Captions available,Steam Cloud","Adventure,Casual,Indie,RPG",
crab god,20-06-2024,4297,19.99,70526.0,6.670332094268608,88,Indie,Firesquid,Chaos Theory Games,2289390,2289390,0 - 20000,17.99,1,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Indonesian', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Portuguese - Portugal', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Thai', 'Turkish', 'Ukrainian']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2289390/header.jpg?t=1718891752,0,0,0,0,0,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing","Adventure,Indie,Simulation,Strategy","Singleplayer,Rogue-like,Strategy,Side Scroller,Underwater,Wholesome,Survival,Tower Defense,Resource Management,Indie,Nature,Colony Sim,RTS,Management,Base-Building,3D,Cozy,Colorful,Atmospheric,Adventure"
multiplayer platform golf,29-02-2024,15702,4.99,70517.0,3.0495567217758395,92,Indie,Robot Assembly,Robot Assembly,2263920,2263920,0 - 20000,4.99,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Traditional Chinese', 'Turkish']",https://cdn.akamai.steamstatic.com/steam/apps/2263920/header.jpg?t=1709222840,0,0,0,0,0,"Single-player,Multi-player,PvP,Online PvP,Steam Achievements,Partial Controller Support,Family Sharing","Casual,Sports","Multiplayer,Golf,Sports,3D Platformer,Difficult,Casual,Funny,Precision Platformer,Online Co-Op,Parkour,Arcade,PvP,Colorful,Controller,Character Customization,Platformer,Physics,Third Person,Level Editor,Indie"
machi koro with everyone,04-07-2024,3439,24.99,70380.0,4.566587558857733,60,Indie,Grounding Inc.,Grounding Inc.,1969860,1969860,0 - 20000,22.49,0,"['English', 'French', 'German', 'Spanish - Spain', 'Dutch', 'Simplified Chinese', 'Traditional Chinese', 'Japanese', 'Korean']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1969860/header.jpg?t=1720186336,0,0,0,0,0,"Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Shared/Split Screen,Steam Achievements,Full controller support,Steam Cloud,Family Sharing",Casual,"Casual,Card Game,Tabletop,Board Game,Family Friendly,Controller,Singleplayer,Multiplayer,4 Player Local,Local Multiplayer,2D,Anime,PvP,Turn-Based Strategy,Turn-Based Tactics,Party Game,PvE"
eden island,26-07-2024,9646,14.99,70247.0,7.442286413116884,63,Indie,Moon Studio,Moon Studio,1974220,1974220,0 - 20000,8.99,0,"['English', 'Simplified Chinese', 'Traditional Chinese', 'German', 'Spanish - Spain', 'French', 'Russian', 'Polish', 'Portuguese - Brazil']",https://cdn.akamai.steamstatic.com/steam/apps/1974220/header.jpg?t=1664629144,0,0,0,0,0,"Single-player,Multi-player,Co-op,Online Co-op,Steam Cloud","Action,Adventure,Casual,Indie,Massively Multiplayer,RPG,Simulation,Early Access",
handsome me with 100 girlfriends!,11-04-2024,8623,9.99,70215.0,2.3062527099058565,57,Indie,Day Day Up！,philosophy♂,2761510,2761510,0 - 20000,8.99,0,"['English', 'Japanese', 'Simplified Chinese', 'Traditional Chinese']",https://cdn.akamai.steamstatic.com/steam/apps/2761510/header.jpg?t=1713079843,209,0,0,0,0,"Single-player,Family Sharing","Action,Casual,Indie,RPG,Simulation","Sexual Content,Hentai,Nudity,NSFW,Indie,Mature,RPG,Casual,Action,Singleplayer,Early Access,Simulation,Anime"
kingsvein,16-01-2024,4273,19.99,70094.0,14.403321173774703,0,Indie,Rad Codex,Rad Codex,2276830,2276830,20000 - 50000,17.99,0,['English'],https://cdn.akamai.steamstatic.com/steam/apps/2276830/header.jpg?t=1705404781,0,0,0,0,0,"Single-player,Steam Achievements,Partial Controller Support,Steam Cloud","Adventure,Indie,RPG,Strategy","RPG,Tactical RPG,Party-Based RPG,Dark Fantasy,Adventure,Strategy RPG,Exploration,Turn-Based Tactics,Turn-Based Strategy,Character Customization,Pixel Graphics,Medieval,Strategy,2D,Top-Down,Dark,Fantasy,Class-Based,Tactical,Nonlinear"
genome guardian,07-05-2024,9474,11.99,69687.0,16.541265837868423,95,Indie,Alpherior,Alpherior,2891310,2891310,0 - 0,8.39,0,['English'],https://cdn.akamai.steamstatic.com/steam/apps/2891310/header.jpg?t=1715119196,0,0,0,0,0,"Single-player,Steam Achievements,Full controller support,Family Sharing","Action,Casual,Indie,RPG",
x invader,12-08-2024,18675,4.99,69616.0,9.398892187788531,80,Indie,ALLAF GAMES,ALLAF GAMES,2090760,2090760,20000 - 50000,4.99,0,"['English', 'Korean', 'Simplified Chinese']",https://cdn.akamai.steamstatic.com/steam/apps/2090760/header.jpg?t=1692861601,144,0,0,0,0,"Single-player,Steam Achievements,Partial Controller Support,Steam Cloud","Action,Indie,Early Access","Action Roguelike,Bullet Hell,Hack and Slash,Top-Down Shooter,Shooter,Rogue-like,Cyberpunk,Action,Pixel Graphics,Singleplayer,Indie,Early Access"
doom sweeper,08-06-2024,20562,4.99,69495.0,11.423323279224366,77,Indie,Paper Dog,Paper Dog,2162680,2162680,0 - 0,4.24,0,"['English', 'Simplified Chinese', 'Traditional Chinese', 'Japanese', 'French', 'Italian', 'German', 'Spanish - Spain', 'Russian', 'Portuguese - Portugal', 'Korean']",https://cdn.akamai.steamstatic.com/steam/apps/2162680/header.jpg?t=1701911979,0,0,0,0,0,Single-player,"Casual,Indie,RPG,Strategy,Early Access",
dungeon vixens: a tale of temptation,08-04-2024,13651,5.99,68967.0,1.844034003991569,78,Indie,Shady Corner Games,Dualarcade,2710970,2710970,0 - 20000,5.39,0,['English'],https://cdn.akamai.steamstatic.com/steam/apps/2710970/header.jpg?t=1712586856,0,0,0,0,0,"Single-player,Steam Achievements,Full controller support,Family Sharing","Adventure,Casual",
i wanna fuck my mom's best friend,09-08-2024,6151,14.99,68584.0,1.3084968640711163,74,Indie,Cherry Kiss Games,Orcsoft,3067200,3067200,0 - 20000,11.99,0,"['English', 'Spanish - Spain', 'Simplified Chinese', 'Spanish - Latin America', 'Traditional Chinese']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3067200/header.jpg?t=1723238426,0,0,0,0,0,"Single-player,Steam Achievements,Partial Controller Support,Steam Cloud,Family Sharing",Casual,
farewell north,16-08-2024,3905,23.99,68091.0,4.12583984340029,99,Indie,Mooneye Studios,Kyle Banks,1432850,1432850,0 - 20000,19.19,1,"['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Polish', 'Simplified Chinese', 'Ukrainian', 'Czech']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1432850/header.jpg?t=1723977568,0,0,0,0,0,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing","Adventure,Casual,Indie","Atmospheric,Adventure,Story Rich,Dog,Exploration,Relaxing,Emotional,Female Protagonist,Stylized,Nature,Colorful,Third Person,Family Friendly,Dark,Action-Adventure,Open World,Indie,Singleplayer,Casual,Cinematic"
fetish room 18+,27-04-2024,8056,14.99,68004.0,1.334230232142228,58,Indie,Octo Games,Octo Games,2487120,2487120,0 - 0,9.14,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Bulgarian', 'Czech', 'Danish', 'Dutch', 'Finnish', 'Greek', 'Hungarian', 'Indonesian', 'Japanese', 'Korean', 'Norwegian', 'Polish', 'Portuguese - Portugal', 'Romanian', 'Russian', 'Simplified Chinese', 'Swedish', 'Thai', 'Turkish', 'Ukrainian', 'Vietnamese', 'Traditional Chinese', 'Portuguese - Brazil', 'Spanish - Latin America']",https://cdn.akamai.steamstatic.com/steam/apps/2487120/header.jpg?t=1714241570,0,0,0,0,0,"Single-player,Steam Achievements,Family Sharing","Casual,Indie,Simulation",
toy shire,26-08-2024,8399,9.99,67956.0,2.655938235656375,99,Indie,Catoptric Games,Bluespy Studios,2361460,2361460,0 - 20000,8.99,0,"['English', 'French', 'German', 'Spanish - Spain', 'Simplified Chinese', 'Japanese', 'Korean', 'Russian', 'Turkish', 'Portuguese - Brazil', 'Polish']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2361460/header.jpg?t=1725023460,171,0,0,0,0,"Single-player,Steam Achievements,Steam Workshop,Includes level editor,Family Sharing","Action,Strategy,Early Access","Early Access,Tower Defense,Strategy,RTS,Cute,Wholesome,Family Friendly,Real Time Tactics,Action,Military,Wargame,3D,Tactical,War,Combat,Resource Management,Singleplayer,Cartoony,PvE,Level Editor"
doll impostor,28-03-2024,13779,6.99,67755.0,4.768041120328671,97,Indie,HeadArrow,HeadArrow,2882870,2882870,0 - 20000,3.59,0,['English'],https://cdn.akamai.steamstatic.com/steam/apps/2882870/header.jpg?t=1711677288,0,0,0,0,0,"Single-player,Steam Achievements,Family Sharing","Action,Adventure,Indie,Strategy","Strategy,Action,Adventure,Walking Simulator,3D,Cinematic,First-Person,Realistic,Indie,Psychological Horror,Singleplayer,Horror"
fog of war: book one,09-06-2024,7273,11.99,67732.0,4.063814895352941,84,Indie,Story Machine Studios,Story Machine Studios,2676180,2676180,0 - 0,9.95,0,['English'],https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2676180/header.jpg?t=1717992483,0,0,0,0,0,"Single-player,Steam Achievements,Family Sharing","Action,Adventure,Indie",
tallowmere 2: curse of the kittens,19-02-2024,11885,9.99,67713.0,18.52500735091892,83,Indie,"Chris McFarland,Lightning Games",Chris McFarland,655740,655740,20000 - 50000,9.99,0,"['English', 'Simplified Chinese', 'Portuguese - Brazil', 'German', 'French', 'Finnish', 'Korean', 'Spanish - Spain', 'Spanish - Latin America', 'Russian']",https://cdn.akamai.steamstatic.com/steam/apps/655740/header.jpg?t=1657577172,241,0,0,0,0,"Single-player,Multi-player,Co-op,Online Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Cloud,Valve Anti-Cheat enabled,Stats,Steam Leaderboards,Remote Play on TV,Remote Play Together","Action,Indie,Early Access","Action Roguelike,2D Platformer,Online Co-Op,Local Co-Op,Singleplayer,Early Access,Rogue-lite,Dungeon Crawler,Hack and Slash,Loot,Perma Death,Dark Fantasy,Pixel Graphics,Violent,Gore,Controller,Score Attack,Cats,Procedural Generation,4 Player Local"
heartshot,03-03-2024,5258,14.99,67643.0,1.2470111412929836,71,Indie,Meadow Studios,Meadow Studios,2702700,2702700,0 - 0,14.99,0,['English'],https://cdn.akamai.steamstatic.com/steam/apps/2702700/header.jpg?t=1709522674,0,0,0,0,0,"Single-player,VR Only,Family Sharing","Action,Adventure,Indie,Early Access",
special operations unit - signal forces,21-03-2024,9145,8.99,67599.0,2.590459109546948,85,Indie,Mango Party,ankoku marimokan,2311820,2311820,0 - 20000,8.09,1,"['Japanese', 'English', 'Simplified Chinese', 'Traditional Chinese', 'Korean']",https://cdn.akamai.steamstatic.com/steam/apps/2311820/header.jpg?t=1711073120,0,0,0,0,0,"Single-player,Family Sharing","Indie,RPG",
let's minesweeper,24-07-2024,16670,4.99,67473.0,6.178763103995366,81,Indie,SUNJOY GAME,SUNJOY GAME,2865580,2865580,20000 - 50000,4.49,3,"['English', 'Traditional Chinese', 'Japanese', 'Simplified Chinese', 'French', 'German', 'Russian', 'Turkish', 'Portuguese - Brazil', 'Spanish - Latin America', 'Korean']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2865580/header.jpg?t=1722839617,242,0,0,0,0,"Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Family Sharing",Casual,"Casual,Puzzle,Strategy,Funny,Multiplayer,Indie,Logic,2D,Pixel Graphics,Relaxing,Score Attack,Point & Click,Clicker,Hidden Object,Singleplayer,Co-op,Online Co-Op"
mech builder,16-07-2024,8717,9.99,67468.0,4.219712973890713,75,Indie,Don Pachi,Don Pachi,2870420,2870420,0 - 20000,9.99,0,"['English', 'French', 'Italian', 'German', 'Simplified Chinese', 'Spanish - Latin America', 'Japanese']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2870420/header.jpg?t=1721153505,209,0,0,0,0,"Single-player,Steam Achievements,Family Sharing",Indie,"Puzzle,Relaxing,Point & Click,2D,Indie,Crafting,Casual,Atmospheric,Character Customization,Artificial Intelligence,Mechs,Immersive Sim,Singleplayer"
renaissance kingdom wars,15-07-2024,3341,24.99,67386.0,2.357913601093543,76,Indie,indie.io,Reverie World Studios,2533020,2533020,0 - 20000,24.99,1,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Portugal', 'Simplified Chinese']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2533020/header.jpg?t=1724086461,0,0,0,0,0,"Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,Family Sharing","Action,Indie,RPG,Simulation,Strategy,Early Access","Early Access,Strategy,Grand Strategy,RTS,Wargame,Building,Diplomacy,Economy,Simulation,Historical,Medieval,Military,War,Base-Building,Online Co-Op,Singleplayer,Real Time Tactics,Top-Down,Survival,PvP"
the symbiant re:union,29-01-2024,5451,14.99,67132.0,2.464026613811756,93,Indie,HeartCoreDev,HeartCoreDev,2355140,2355140,0 - 20000,13.49,3,"['English', 'Spanish - Spain', 'Japanese', 'Korean', 'Simplified Chinese', 'Spanish - Latin America', 'Traditional Chinese', 'French', 'German', 'Russian', 'Portuguese - Brazil', 'Portuguese - Portugal']",https://cdn.akamai.steamstatic.com/steam/apps/2355140/header.jpg?t=1706540620,0,0,0,0,0,"Single-player,Steam Achievements,Partial Controller Support","Casual,Indie,Simulation","Visual Novel,LGBTQ+,Choose Your Own Adventure,Romance,Space,2D,Casual,Choices Matter,Simulation,Story Rich,Anime,Hand-drawn,Sci-fi,Aliens,Indie,Mature,Singleplayer,Sexual Content,NSFW,Nudity"
imperial lovers,07-06-2024,6059,14.99,66935.0,3.663082169554396,86,Indie,Pink Pixel Games,LAPLACE,2821040,2821040,0 - 20000,11.99,0,"['English', 'Japanese', 'Simplified Chinese']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2821040/header.jpg?t=1717819214,0,0,0,0,0,"Single-player,Steam Cloud,Family Sharing","Casual,Indie,RPG",
dog brew,30-04-2024,24238,3.5,66829.0,2.364138281649029,98,Indie,"Yuliy Oneshko,S-Grade","Yuliy Oneshko,S-Grade",2883280,2883280,0 - 20000,2.97,0,"['English', 'Russian']",https://cdn.akamai.steamstatic.com/steam/apps/2883280/header.jpg?t=1714516908,828,0,0,0,0,"Single-player,Family Sharing","RPG,Simulation","RPG,Simulation,Farming Sim,3D,Cute,Crafting,Trading,Cooking,Singleplayer"
royal order,29-03-2024,2632,29.99,66782.0,11.646453886154193,93,Indie,Nifty Productions,Nifty Visuals,1749010,1749010,0 - 0,26.99,0,['English'],https://cdn.akamai.steamstatic.com/steam/apps/1749010/header.jpg?t=1711753038,0,0,0,0,0,"Single-player,Family Sharing","RPG,Simulation,Strategy",
magical delicacy,16-07-2024,3192,24.99,66573.0,9.902069553189165,75,Indie,Whitethorn Games,Skaule,2231190,2231190,0 - 20000,24.99,1,"['English', 'French', 'German', 'Japanese', 'Simplified Chinese', 'Spanish - Latin America', 'Traditional Chinese']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2231190/header.jpg?t=1722355390,102,0,0,0,0,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing","Adventure,Indie","Cooking,Platformer,Magic,Exploration,Relaxing,Pixel Graphics,2D Platformer,Cute,2D,Female Protagonist,Economy,Metroidvania,Fantasy,Life Sim,Story Rich,Management,Mystery,RPG,Adventure,Crafting"
the cub,19-01-2024,7919,14.99,66322.0,2.1002879833095163,87,Indie,"Untold Tales,Gamersky Games",Demagog Studio,1941410,1941410,0 - 20000,10.04,1,"['English', 'French', 'German', 'Japanese', 'Simplified Chinese', 'Spanish - Latin America', 'Traditional Chinese', 'Spanish - Spain', 'Portuguese - Brazil', 'Portuguese - Portugal']",https://cdn.akamai.steamstatic.com/steam/apps/1941410/header.jpg?t=1705729830,0,0,0,0,0,"Single-player,Steam Achievements,Full controller support","Adventure,Casual,Indie",
