,name,releaseDate,copiesSold,price,revenue,avgPlaytime,reviewScore,publisherClass,publishers,developers,steamId,AppID,Genres
690,xiuzhenworld / 修真世界,30-04-2024,7497,9.99,42253.0,85.5434139318437,77,Indie,Noforgetit,Noforgetit,2868430,2868430,"Action,Adventure,Casual,Indie,RPG,Simulation"
691,spire horizon,14-02-2024,5676,9.99,42180.0,8.823513240410309,80,Indie,Mendoka,Mendoka,2321880,2321880,"Action,Adventure,Indie,RPG"
692,kristala,06-06-2024,1748,29.99,42089.0,3.270808205157224,90,Indie,Astral Clocktower Studios,Astral Clocktower Studios,1206410,1206410,"Action,Adventure,Indie,RPG,Early Access"
693,bureau of contacts,20-06-2024,7620,7.99,42019.0,2.871687524854979,84,Indie,MIROWIN,MIROWIN,2840210,2840210,"Action,Adventure,Indie,Early Access"
694,lilim wants to lv up♥,27-08-2024,5130,9.99,41953.0,4.206552409983751,81,Indie,Playmeow,"Yoü studio,Maker製造機",2651570,2651570,"Casual,RPG"
695,mypopgoes,01-08-2024,11465,4.99,41949.0,3.964125096733567,84,Indie,Clickteam,Kane Carter,2429350,2429350,Casual
696,soul covenant,18-04-2024,1026,49.99,41764.0,2.971468127622907,75,Indie,"Thirdverse, Co., Ltd.","Thirdverse, Co., Ltd.",2237740,2237740,Action
697,just click the button,17-01-2024,15760,2.99,41751.0,6.070071139889177,93,Indie,Simon Eftestol,Simon Eftestol,2577760,2577760,"Casual,Indie"
698,tools up! ultimate edition,05-01-2024,4051,34.99,41386.0,4.194304726038506,79,Indie,Untold Tales,The Knights of Unity,2551920,2551920,"Action,Casual,Simulation"
699,journey to the west survivor,24-03-2024,10946,5.99,41369.0,10.398218727760351,87,Indie,Leyo Games,Buding Games,2450100,2450100,"Action,Indie,Strategy"
700,idle heros,01-05-2024,18688,0.0,41269.0,74.30369938660196,85,Indie,EGAME,EGAME,1686290,1686290,"Adventure,Casual,Indie,Massively Multiplayer,Simulation"
701,mylene and the lust temple,01-02-2024,3866,13.99,41218.0,1.414527658448737,89,Indie,072 Project,キラ☆タマ,2562550,2562550,"Adventure,Indie,RPG"
702,back,30-07-2024,7243,6.99,41201.0,1.3869485359413716,83,Indie,MYSTERY CROWN,MYSTERY CROWN,2913040,2913040,"Adventure,Indie,RPG,Simulation"
703,the necromancer arises,25-03-2024,5251,9.99,41069.0,2.176031510339552,82,Indie,Whiteleaf Studio,Whiteleaf Studio,2413570,2413570,"Casual,Indie,Early Access"
704,operation: polygon storm,12-08-2024,3786,14.99,40987.0,2.3359190909522582,80,Indie,Untold Tales,Toxic Studio,2310160,2310160,Strategy
705,old coin pusher friends 3,25-07-2024,12042,3.99,40967.0,12.495623448004896,97,Indie,STP WORKS,STP WORKS,3040390,3040390,"Casual,Indie,Simulation"
706,e-startup 2 : business tycoon,14-05-2024,4124,12.99,40926.0,4.321572074374925,80,Indie,Polytale Games,Polytale Games,2547750,2547750,"Indie,Simulation"
707,riviera: the promised land,16-07-2024,1601,34.99,40866.0,8.112560411307811,96,Indie,Sting,Sting,2891280,2891280,
708,life eater,16-04-2024,3362,14.99,40857.0,1.761433052706857,85,Indie,"Strange Scaffold,Frosty Pop",Strange Scaffold,2632930,2632930,"Indie,RPG,Simulation,Strategy"
709,this grand life 2,20-06-2024,2945,16.99,40793.0,13.109199416556264,92,Indie,Poking Water Games,Poking Water Games,2459490,2459490,"RPG,Simulation,Strategy,Early Access"
710,read only memories: neurodiver,15-05-2024,3328,14.99,40762.0,3.660410973557217,70,Indie,Chorus Worldwide Games,"MidBoss, LLC.",1293910,1293910,"Adventure,Casual,Indie"
711,alchemist quest,26-01-2024,4175,12.99,40748.0,3.265305039415072,77,Indie,Kagura Games,ShiroKuroSoft,2657720,2657720,"Adventure,Indie,RPG"
712,kitten burst,20-01-2024,2073,24.99,40690.0,7.522090444087317,100,Indie,Lithodelphis,Lithodelphis,1592360,1592360,"Adventure,Indie,Racing,RPG"
713,dusk city,25-07-2024,2052,24.99,40666.0,2.834362257995707,99,Indie,Dieselmine,Suteneko Lab.,2973120,2973120,"Action,Adventure"
714,class of heroes: anniversary edition,26-04-2024,2484,19.99,40490.0,17.326049577224996,77,Indie,"PQube,ACQUIRE Corp.",Zerodiv,2195780,2195780,"Adventure,RPG,Strategy"
715,beach club simulator 2024,16-08-2024,7981,8.99,40336.0,5.27093331340532,82,Indie,Catsupp Games,Catsupp Games,2856030,2856030,"Indie,Simulation"
716,beyond hanwell,25-08-2024,2484,17.99,40218.0,3.1956422657074275,82,Indie,Steel Arts Software Ltd,Steel Arts Software Ltd,2565550,2565550,"Action,Adventure,Indie,Early Access"
717,armored suit solgante,14-06-2024,4236,12.99,40188.0,3.983391950568567,82,Indie,Kagura Games,GapTax,2914470,2914470,"Indie,RPG"
718,sun breed,16-04-2024,4222,14.99,40182.0,4.677975289079946,92,Indie,SuperWriter Games LLC,SuperWriter Games LLC,2573950,2573950,"Casual,Simulation"
719,风流公子romantic young man,25-07-2024,10210,4.99,40067.0,2.6870168978411,90,Indie,Ronin SoftWork,Ronin SoftWork,2829600,2829600,"Action,Adventure,Casual,Indie,RPG"
720,my step family,15-03-2024,5403,9.99,40051.0,0.8797257734494592,56,Indie,Kun family,Kun family,2753820,2753820,"Simulation,Early Access"
721,无休仙途,25-07-2024,8822,5.99,40010.0,43.543667833485095,77,Indie,GOCORE,GOCORE,2654540,2654540,"Adventure,Casual,Indie,RPG,Simulation,Strategy,Early Access"
722,lazaret,20-02-2024,4436,10.99,39971.0,2.9691842032890894,88,Indie,Aegon Games,Aegon Games,2088280,2088280,"Adventure,Indie"
723,修仙神诀,27-06-2024,12909,0.0,39887.0,12.383104587172468,74,Indie,雷鸣工作室,雷鸣工作室,3029670,3029670,"Casual,RPG,Strategy,Free To Play"
724,silent rain,15-07-2024,5574,9.99,39816.0,3.669721526285395,67,Indie,Seedlers Interactive,"2Brains&Coffee,Seedlers Interactive",1791910,1791910,"Action,Adventure,Indie"
725,slavania,13-03-2024,3238,15.99,39769.0,5.31468190304819,64,Indie,"FrostLeaf Games LLC,Game Art Pioneers",FrostLeaf Games LLC,1349600,1349600,"Action,Adventure,Indie"
726,rebirth! new lover,06-08-2024,5441,8.99,39756.0,3.3820040022280256,91,Indie,次元边界,次元边界,2803810,2803810,"Casual,Indie,RPG"
727,echocalypse: the scarlet covenant,07-06-2024,7701,0.0,39735.0,8.64651914648372,54,Indie,Yoozoo (Singapore) Pte. Ltd,Yoozoo (Singapore) Pte. Ltd,2917030,2917030,"Adventure,RPG,Strategy,Free To Play"
728,candy & toys store simulator,26-06-2024,3531,12.99,39589.0,8.506729676566618,91,Indie,Ox Games,Ox Developer,3013700,3013700,"Indie,Simulation,Early Access"
729,cats hidden around the world,09-06-2024,10740,4.99,39527.0,2.280299730203956,97,Indie,Travellin Cats,Travellin Cats,2377970,2377970,"Casual,Indie"
730,tasokare hotel re:newal,22-01-2024,1283,39.99,39446.0,6.31815504654062,92,Indie,SEEC Inc.,SEEC Inc.,2622260,2622260,Adventure
731,macross -shooting insight-,27-03-2024,1100,39.99,39428.0,2.5255326652276247,48,Indie,Bushiroad Inc.,KAMINARI GAMES Inc.,2103230,2103230,Action
732,britannia,04-04-2024,3036,24.99,39342.0,24.25514936178075,74,Indie,"PID Games,Avalon Digital",Avalon Digital,1268420,1268420,"Indie,Simulation,Strategy"
733,snapshot vr,05-04-2024,2907,19.99,39215.0,25.527867024835096,87,Indie,Giant Scam Industries,Giant Scam Industries,1133580,1133580,"Action,Indie"
734,boyhood's end,05-09-2024,4394,10.99,39110.0,1.7971319180139649,86,Indie,"WSS playground,Alliance Arts","WSS playground,buriki clock",2403290,2403290,"Adventure,Early Access"
735,sex detective [18+],20-01-2024,6159,9.99,39057.0,2.62368680328011,74,Indie,BanzaiProject,BanzaiProject,2732510,2732510,"Casual,RPG,Simulation"
736,飛天歷險2024(dream of mirror online),18-06-2024,5027,0.0,38814.0,53.80585097088608,86,Indie,Hong Kong GameStar Limited,SOFTSTAR ENTERTAINMENT,2899890,2899890,"Massively Multiplayer,RPG,Free To Play"
737,chromosome evil 2,15-02-2024,2504,19.99,38734.0,15.35812128894409,91,Indie,S.C. 16 BIT NIGHTS S.R.L.,"S.C. 16 BIT NIGHTS S.R.L.,dovganovskiy",2529770,2529770,"RPG,Strategy"
738,a fascinating story,14-06-2024,5323,9.99,38560.0,2.751939126006837,75,Indie,Lovely Games,L&P,2756390,2756390,"Indie,Simulation,Strategy"
739,stride: fates,16-05-2024,1456,29.99,38478.0,2.2171262747285883,44,Indie,Joy Way,Joy Way,2597880,2597880,"Action,Adventure,Sports"
740,brainwashing with tentacles r,25-05-2024,4016,11.99,38429.0,1.6485084560717145,73,Indie,Dieselmine,kagurado,2862430,2862430,"Action,Casual,Indie,RPG"
741,false dream,16-01-2024,22446,1.99,38327.0,2.8520489149129244,97,Indie,TenkaiGames,TenkaiGames,2753720,2753720,Indie
742,chocolate factory,18-06-2024,2560,19.99,38045.0,5.231778431189281,58,Indie,Tbjbu2,Tbjbu2,2854710,2854710,"Action,Adventure,Casual,Indie,Simulation"
743,touhou ~red empress devil.,07-03-2024,5933,7.99,37988.0,1.1907577469879576,79,Indie,STUDIO POCO,STUDIO POCO,1734070,1734070,"Action,Indie,Early Access"
744,timemelters,28-02-2024,2700,19.99,37803.0,5.238353917176057,94,Indie,Autoexec Games,Autoexec Games,1096140,1096140,"Action,Indie,Strategy"
745,escape memoirs: safe house,19-07-2024,4474,9.99,37696.0,3.9809089476220474,97,Indie,0 Deer Soft Partnership,0 Deer Soft,2722360,2722360,"Adventure,Casual,Indie"
746,inn tycoon,26-08-2024,5278,9.9,37621.0,4.334262378938257,87,Indie,"Evil Goose Games,Gamersky Games",Evil Goose Games,2749000,2749000,"Casual,Simulation,Strategy,Early Access"
747,legend of the master baiter,21-06-2024,5111,9.99,37590.0,4.788857462263077,78,Indie,Kagura Games,BigWednesday,2864830,2864830,"Adventure,Indie,RPG"
748,silent depth 2: pacific,16-07-2024,3423,12.99,37567.0,3.543798908664691,58,Indie,MicroProse Software,MicroProse Software,2591010,2591010,"Action,Casual,Simulation,Strategy,Early Access"
749,pampas & selene: the maze of demons,21-05-2024,5126,9.99,37487.0,7.261998140753362,93,Indie,Unepic Games,@unepic_fran,1966220,1966220,"Action,Adventure,Indie,RPG"
750,union of gnomes,18-07-2024,3038,14.99,37472.0,4.858536097701764,93,Indie,HeroCraft PC,Hoolignomes,2097030,2097030,"Adventure,Indie,RPG,Strategy,Early Access"
751,my little pony: a zephyr heights mystery,17-05-2024,1064,39.99,37380.0,5.784979175911031,88,Indie,Outright Games Ltd.,Drakhar Studios,2235440,2235440,"Action,Adventure"
752,world turtles,15-04-2024,2761,19.99,37235.0,2.8684712372014327,78,Indie,indie.io,Re: cOg Mission,1512050,1512050,"Indie,Simulation,Strategy"
753,darkness revenge,08-02-2024,4505,9.99,37160.0,3.036385164083652,81,Indie,Hematite,Hematite,2112680,2112680,"Adventure,Indie"
754,linkito,23-07-2024,2923,14.99,37043.0,4.508091899937316,88,Indie,"Playdigious Originals,Kimeria Games",Kalinarm,2312770,2312770,"Indie,Simulation,Strategy"
755,aground zero,18-01-2024,2046,19.99,36809.0,13.945204139951857,92,Indie,Fancy Fish Games,Fancy Fish Games,1795570,1795570,"Adventure,Indie,RPG,Early Access"
756,towerful defense: a rogue td,29-07-2024,4968,9.99,36774.0,4.435117143496472,78,Indie,Mini Fun Games,Mini Fun Games,2453610,2453610,"Action,Casual,Indie,RPG,Strategy"
757,重生了还要我谈恋爱？,25-07-2024,6109,7.99,36601.0,3.1956110734957632,95,Indie,画域互动,画域互动,2804510,2804510,"Casual,RPG,Simulation"
758,14 minesweeper variants 2,14-06-2024,6567,6.99,36460.0,30.8273594644494,98,Indie,Artless Games,"Alith Games,Artless Games",2631960,2631960,Casual
759,die by the blade,16-05-2024,2085,19.99,36435.0,4.79305152673187,61,Indie,Grindstone,"Grindstone,Triple Hill Interactive,Toko Midori Games",1154670,1154670,"Action,Casual,Indie"
760,real dive world,10-05-2024,2501,19.99,36294.0,2.67005413560503,82,Indie,OTAKU Plan,TANUKIHOUSE,2337090,2337090,"Adventure,Indie,RPG"
761,climber animals: together,22-03-2024,12770,3.99,36224.0,2.713706604500689,93,Indie,Weakfish Studio Publishing,Payoff Games,2744880,2744880,"Adventure,Casual,Indie"
762,archean,16-05-2024,2138,19.99,36163.0,35.56501054328521,92,Indie,"batcholi,FloDKSM","batcholi,FloDKSM",2941660,2941660,"Indie,Simulation,Early Access"
763,洪荒：我挂机成圣,14-01-2024,6629,6.99,36125.0,271.6146279284957,50,Indie,老乌贼工作室,老乌贼工作室,2123310,2123310,"Casual,Indie,Massively Multiplayer,RPG,Simulation,Strategy"
764,knights within,15-05-2024,2479,17.99,36030.0,7.057114379278621,97,Indie,Indecision Labs,Indecision Labs,2406180,2406180,"Action,Indie,Early Access"
765,master of chess,12-06-2024,3176,14.99,36029.0,9.34233207450903,86,Indie,BRANE,BRANE,2248900,2248900,"Simulation,Sports,Early Access"
766,umbraclaw,30-05-2024,1971,24.99,36009.0,4.507811287732485,93,Indie,"INTI CREATES CO., LTD.","INTI CREATES CO., LTD.",2428420,2428420,"Action,Adventure"
767,c.a.r.d.s. rpg: the misty battlefield,22-05-2024,1133,39.99,35903.0,10.33745263202776,46,Indie,ACQUIRE Corp.,ACQUIRE Corp.,2539880,2539880,"RPG,Strategy"
768,rogue fable iv,26-01-2024,3991,11.99,35878.0,26.67117876901817,92,Indie,Pixel Forge Games,Pixel Forge Games,2720010,2720010,"Adventure,Indie,RPG,Strategy,Early Access"
769,3 minutes to midnight - a comedy graphic adventure,22-08-2024,1742,24.99,35867.0,7.501924637371908,92,Indie,Scarecrow Studio,Scarecrow Studio,832500,832500,"Adventure,Casual,Indie"
770,innocence or money | season 2 | episode 1,10-08-2024,9947,3.99,35719.0,1.892374217964523,75,Indie,MarcialART,MarcialART,3064420,3064420,Adventure
771,qanga,02-09-2024,2197,19.99,35571.0,3.25806345564814,85,Indie,iolaCorp Studio,iolaCorp Studio,1648190,1648190,"Action,Adventure,Indie,RPG,Early Access"
772,the cooking game vr,09-08-2024,3127,19.99,35330.0,1.6773863133265157,72,Indie,Play Spirit Limited,Play Spirit Limited,857180,857180,"Casual,Indie,Simulation"
773,top racer collection,06-03-2024,2184,19.99,35298.0,4.23830756740612,83,Indie,"QUByte Interactive,Piko Interactive,bleem.net",QUByte Interactive,2214000,2214000,"Action,Casual,Indie,Racing"
774,corpus edax,05-09-2024,2228,19.99,35271.0,2.058410046420825,79,Indie,Luis G. Bento,Luis G. Bento,2017610,2017610,"Action,Adventure,RPG"
775,ballance,05-01-2024,9412,5.99,35198.0,1.613739933077078,78,Indie,Ziggurat,Cyparade,2000770,2000770,Casual
776,galactic glitch,15-07-2024,3974,12.99,35181.0,4.501046549918738,94,Indie,Crunchy Leaf Games,Crunchy Leaf Games,1536620,1536620,"Action,Adventure,Simulation,Early Access"
777,the assistant season 2,29-08-2024,4501,9.99,35119.0,2.944678487160993,87,Indie,Backhole,Backhole,2994260,2994260,"Adventure,Indie"
778,goblin slayer -another adventurer- nightmare feast,28-02-2024,700,54.99,34638.0,8.28881600993995,48,Indie,Bushiroad Inc.,"APOLLOSOFT Inc.,mebius.",2456410,2456410,"Adventure,Strategy"
779,unspoken,01-04-2024,13185,2.99,34570.0,1.221261653746725,91,Indie,Weeping Studio,Weeping studio,2846290,2846290,"Action,Adventure,Indie"
780,trap yuri garden,10-06-2024,3168,14.99,34538.0,4.174798019139268,93,Indie,"Eroge Japan,Sanuk Inc.",No Strike,2183910,2183910,"Adventure,Casual"
781,llamasoft: the jeff minter story,13-03-2024,1437,29.99,34480.0,2.6086928041531428,93,Indie,Digital Eclipse,Digital Eclipse,2236680,2236680,"Action,Indie"
782,busty milf and summer country sex life,25-04-2024,1920,22.99,34423.0,2.5442447265943544,94,Indie,Dieselmine,MikanBatake,2795310,2795310,"Indie,Simulation"
783,retrowave world,10-05-2024,4976,9.99,34177.0,6.393304313510181,83,Indie,RewindApp,RewindApp,2413050,2413050,"Action,Adventure,Indie,Massively Multiplayer,Racing,Simulation,Early Access"
784,war tortoise,27-03-2024,3157,12.99,34147.0,35.57522367183048,82,Indie,Foursaken Media,Foursaken Media,2120250,2120250,Action
785,the night is grey,05-01-2024,2599,15.99,34137.0,6.327124309995986,83,Indie,Whalestork Interactive,Whalestork Interactive,1281490,1281490,"Adventure,Casual,Indie"
786,エスカレーター |  escalator,06-01-2024,13759,2.99,34019.0,0.970338311259362,38,Indie,Toyasky,Toyasky,2738050,2738050,"Adventure,Indie,Simulation"
787,thalassa: edge of the abyss,01-08-2024,1885,19.99,33913.0,5.175897436224591,92,Indie,Team17 Digital Ltd,Sarepta Studio,1783680,1783680,"Adventure,Indie,RPG"
788,forest ranger simulator,19-06-2024,2968,14.99,33771.0,6.762252434257949,48,Indie,FreeMind S.A.,"HOT CODE COMPANY,FreeMind S.A.,VIRTUAL MAGIC",1185780,1185780,"Action,Adventure,Casual,Indie,Simulation"
789,fallen leaf,15-07-2024,2354,16.99,33220.0,6.47813663302046,90,Indie,Delta Shore Games,Delta Shore Games,1459010,1459010,"Action,Indie"
790,été,23-07-2024,1903,24.99,33085.0,6.732972715477706,99,Indie,Impossible,Impossible,1065070,1065070,"Adventure,Casual,Indie,RPG"
791,monster girl conquest records battle orc,09-05-2024,3604,10.99,33040.0,2.6832910240482435,93,Indie,Shady Corner Games,mozu field,2680840,2680840,"Action,Adventure"
792,teenage mutant ninja turtles arcade: wrath of the mutants,23-04-2024,1443,29.99,32967.0,2.551853235737157,62,Indie,GameMill Entertainment,Cradle Games,2527580,2527580,Action
793,dungeon exiles,07-08-2024,3916,9.99,32913.0,8.265966155033187,77,Indie,Gronkins,Gronkins,2850100,2850100,"Indie,RPG,Strategy"
794,an english haunting,22-05-2024,2877,13.99,32895.0,4.98717775106139,96,Indie,"Postmodern Adventures,enComplot",Postmodern Adventures,2474030,2474030,Adventure
795,trackline express,18-04-2024,2838,14.99,32789.0,5.505014640252864,85,Indie,Bubblebird Studio,Bubblebird Studio,2343920,2343920,"Action,Casual,Indie,Strategy"
796,rum & gun,26-08-2024,8875,4.99,32753.0,12.051587904666636,94,Indie,Borington,Borington,1210800,1210800,"Action,Adventure,Indie,RPG"
797,plushie from the sky,06-05-2024,3684,11.99,32723.0,2.4452972237095225,96,Indie,fishwind,fishwind,1679510,1679510,"Action,Adventure,Indie,RPG"
798,飄流幻境m,25-06-2024,13101,0.0,32631.0,42.33954376230544,74,Indie,Chinesegamer,Chinesegamer,1481340,1481340,"Adventure,Casual,Massively Multiplayer,RPG"
799,horny suika: wet watermelon,02-08-2024,7860,4.99,32631.0,3.632772524791276,91,Indie,Tora Creatives,Tora Creatives,2739980,2739980,"Casual,Indie,Simulation,Strategy"
800,sore wa maichiru sakura no you ni -re:birth-,07-06-2024,1132,39.99,32480.0,10.10257010148131,89,Indie,HIKARI FIELD,Navel,2754170,2754170,"Adventure,Casual"
801,tryandlove,25-01-2024,5564,6.99,32472.0,3.313299785383789,51,Indie,MYSTERY CROWN,MYSTERY CROWN,2715590,2715590,"Casual,Indie,RPG,Simulation"
802,wulin chess,01-02-2024,5968,11.99,32365.0,30.11762561523791,76,Indie,East2west Games,LameCat Studio,1525410,1525410,"Adventure,Indie,RPG,Strategy"
803,my love with the girlsgroup,17-04-2024,2255,25.5,32198.0,2.680101537283766,72,Indie,Bing World,Bing World,2852710,2852710,"Adventure,Casual,RPG,Simulation"
804,benefitship,12-07-2024,12641,2.99,32166.0,1.7604861868198556,96,Indie,RFH Games,RFH Games,2404000,2404000,"Adventure,Casual,Indie,Simulation"
805,lust & legends,09-05-2024,3127,12.99,32128.0,2.322082956917242,79,Indie,Entropy Digital Entertainment,Entropy Digital Entertainment,2899030,2899030,"Adventure,Casual,RPG"
806,demon slayer -kimetsu no yaiba- sweep the board!,16-07-2024,593,59.99,32016.0,3.4537952979865176,97,AA,SEGA,CyberConnect2,2424110,2424110,"Action,Casual,Simulation"
807,abathor,25-07-2024,2593,14.99,31842.0,5.0401017121337786,91,Indie,JanduSoft,Pow Pixel Games,2295610,2295610,"Action,Adventure,Indie"
808,yet another fantasy title (yaft),10-04-2024,2557,19.99,31754.0,2.8679573315310183,61,Indie,"Atomic Wolf,Games Operators",Atomic Wolf,1993450,1993450,"Action,Adventure,Indie"
809,ghostware: arena of the dead,10-06-2024,2758,14.99,31678.0,2.716453630347715,85,Indie,Mothership Loudspeakerz,Daev Team,1893370,1893370,"Action,Adventure,Indie"
810,西游-琉璃盏,11-07-2024,2563,14.99,31644.0,8.225275653716226,85,Indie,Dark Dimension,Dark Dimension,1309510,1309510,"Action,Adventure,Casual,Indie,RPG"
811,parfait remake,19-07-2024,1254,34.99,31543.0,6.345430251028448,90,Indie,HIKARI PULSE,"GIGA,Entergram",2947220,2947220,"Adventure,Casual"
812,only up: skibidi together,12-07-2024,8729,4.99,31466.0,2.364922886217591,81,Indie,"Rosa Special Studio,Grand Technology Associates","Grand Technology Associates,Rosa Special Studio",2928650,2928650,"Adventure,Casual,Massively Multiplayer,Simulation"
813,希望之城 the city of hope,04-03-2024,5701,6.99,31464.0,13.97846301423298,71,Indie,家里蹲工作室,家里蹲工作室,2424740,2424740,"Casual,Indie,Strategy"
814,defendun : hero defense,14-02-2024,7029,8.99,31353.0,7.923647630905813,77,Indie,Gonggamorecontents Inc.,Gonggamorecontents Inc.,2323810,2323810,"Casual,Indie,Simulation,Strategy"
815,futanari di funghi,03-06-2024,5273,6.99,31301.0,5.102718338234958,81,Indie,Shady Corner Games,Ahegames,2496640,2496640,"Casual,Indie"
816,roommates,07-02-2024,4147,9.99,31098.0,3.815552727126738,93,Indie,Octaday,Octaday,2775110,2775110,"Adventure,Casual,RPG,Simulation"
817,roommates,07-02-2024,4147,9.99,31098.0,3.815552727126738,93,Indie,Octaday,Octaday,2775110,317300,"Adventure,Indie,Simulation"
818,sanya,01-03-2024,2638,14.99,31003.0,1.465351068896308,75,Indie,helpnode,helpnode,1667360,1667360,Adventure
819,decimate drive,25-02-2024,4570,7.99,30948.0,1.3102211414602636,93,Indie,Some Random Designing,Some Random Designing,2427950,2427950,"Action,Indie"
820,unbeatable professional me with 100 girlfriends,17-05-2024,3760,9.99,30925.0,2.531206269062915,66,Indie,Day Day Up！,philosophy♂,2701420,2701420,"Action,Casual,Indie,RPG,Simulation,Early Access"
821,tomboy: love in hot forge,29-02-2024,10169,3.99,30878.0,1.3421321457630302,88,Indie,NSFW18 Games,Zylyx,2732730,2732730,"Adventure,Casual,Indie,RPG,Simulation"
822,monster tiles td: tower wars,11-02-2024,25912,0.0,30820.0,23.330226717446127,80,Indie,Swell Games LLC,Swell Games LLC,2447060,2447060,"Action,Casual,Indie,RPG,Strategy,Free To Play"
823,sex city: 2069,20-07-2024,3751,14.99,30759.0,1.5297924373325982,65,Indie,Octo Games,Octo Games,2487130,2487130,"Action,Adventure,Casual,RPG"
824,harvest days: my dream farm,25-07-2024,3482,14.99,30652.0,18.141475623604716,71,Indie,"Family Devs,Toplitz Productions",Family Devs,1515320,1515320,"Adventure,Indie,RPG,Simulation"
825,gunvolt records cychronicle,15-02-2024,2470,14.99,30558.0,3.17849779945142,71,Indie,"INTI CREATES CO., LTD.","INTI CREATES CO., LTD.",2585040,2585040,"Action,Casual"
826,beachhead,22-01-2024,3520,14.99,30498.0,18.152256882140843,63,Indie,Digital Fusion Inc.,Digital Fusion Inc.,1288790,1288790,"Action,Casual,Indie,Simulation"
827,witch's doll,24-05-2024,4909,6.99,30419.0,1.8276383459174887,88,Indie,Elite Lords Studios,Elite Lords Studios,2892000,2892000,"Adventure,Indie"
828,anno 1701 history edition,22-04-2024,6151,9.99,30243.0,10.459053119326525,76,AAA,Ubisoft,Ubisoft Mainz,2820140,2820140,"Simulation,Strategy"
829,iislands of war,10-03-2024,3885,4.99,30192.0,11.074408043059782,87,Indie,jwiggs,jwiggs,1162470,1162470,"Action,Adventure,Indie"
830,girldivers,30-08-2024,2795,14.99,30160.0,1.5064797203365987,93,Indie,Sweet Cakes Games,Sweet Cakes Games,2892310,2892310,"Action,Indie,Early Access"
831,forsaken quartet,17-05-2024,3187,12.99,30108.0,3.950541244010975,79,Indie,Kagura Games,AVANTGARDE,2377410,2377410,"Adventure,Indie"
832,unlucky seven,06-02-2024,5591,7.99,30099.0,2.2119974374852376,47,Indie,"SIG Publishing,Art Games Studio S.A.",Puzzling Dream,579120,579120,"Action,Adventure,Indie"
833,scourge of war - remastered,06-09-2024,1747,18.99,29857.0,10.641074576383453,92,Indie,Norb Software Development LLC,Norb Software Development LLC,2205330,2205330,"Action,Indie,Simulation,Strategy,Early Access"
834,primateria,08-01-2024,3145,11.99,29843.0,6.623460498120785,85,Indie,Surefire.Games,Yfrit Games,1397130,1397130,"Adventure,Indie,Strategy"
835,mutant football league 2,31-05-2024,1325,24.99,29800.0,3.841531165408143,84,Indie,Digital Dreams Entertainment,Digital Dreams Entertainment,1657320,1657320,"Action,Casual,Indie,Sports,Early Access"
836,"sex, stocks & cocks",08-06-2024,5320,9.99,29726.0,1.950707515099464,89,Indie,Lust Desires 🖤,Lust Desires 🖤,2983270,2983270,"Casual,RPG,Simulation"
837,astrodle,19-06-2024,5885,5.99,29692.0,8.619566640734353,91,Indie,Robin Nicolet,Robin Nicolet,2853130,2853130,"Casual,Indie"
838,farmer's father: save the innocence,25-03-2024,4012,9.99,29651.0,5.095922865792561,51,Indie,"FreeMind S.A.,PlayWay S.A.",FreeMind S.A.,1905980,1905980,"Action,Adventure,Indie,Simulation"
839,anno 1503 history edition,22-04-2024,6151,9.99,29631.0,6.115938992310643,66,AAA,Ubisoft,Ubisoft Mainz,2820110,2820110,Simulation
840,pac-man mega tunnel battle: chomp champs,08-05-2024,1717,19.99,29626.0,3.111213621333812,65,Indie,Bandai Namco Entertainment America Inc.,Amber Studio,2095950,2095950,Casual
841,microcosmum 2,02-03-2024,2547,14.99,29539.0,8.508756292668476,62,Indie,Satur Entertainment,Satur Entertainment,1486140,1486140,"Action,Adventure,Casual,Indie,RPG,Simulation,Strategy"
842,death trick: double blind,11-03-2024,2348,15.99,29423.0,4.311320357436231,87,Indie,Neon Doctrine,Misty Mountain Studio,2254710,2254710,"Adventure,Casual,Indie,Strategy"
843,clash ii,15-02-2024,2296,24.99,29349.0,5.446121753796074,69,Indie,Prime Bit Games SA,Prime Bit Games SA,1347760,1347760,"Adventure,Indie,Strategy"
844,mobiles tycoon,15-07-2024,5863,5.99,29315.0,6.253715412674853,85,Indie,Insignis Games,Insignis Games,3022320,3022320,"Indie,Simulation,Strategy"
845,[echostasis],30-05-2024,1764,19.99,29284.0,7.066791492048213,92,Indie,ENIGMA STUDIO,ENIGMA STUDIO,1558000,1558000,"Action,Adventure"
846,8th heaven,29-07-2024,2562,14.99,29280.0,1.7129255284405749,84,Indie,TinyHat Studios,Cottage Club,2321860,2321860,"Indie,Simulation,Early Access"
847,goons: legends & mayhem,11-04-2024,1982,19.99,29102.0,3.0503787045516324,89,Indie,Firestoke,RageCure Games,1484180,1484180,"Action,Casual,Sports"
848,homeless,03-08-2024,4825,6.99,29094.0,1.0481992029999825,77,Indie,"DarkPhobia Games,Teaserplay",DarkPhobia Games,3018910,3018910,Adventure
849,no return,02-08-2024,2075,16.99,29045.0,1.6968528516564485,43,Indie,Boltray Games,BlameTech,1967220,1967220,"Adventure,Indie,RPG"
850,survival nation: lost horizon,15-04-2024,2465,14.99,28857.0,4.066106045541831,63,Indie,indie.io,Wenkly Studio Sp. z o.o.,2504380,2504380,"Action,Adventure,Indie,RPG,Early Access"
